content,sentiment
kenapa gak bisa download YouTube,0
👍👍👍,1
Tidak bisa di gunakan,1
ok,1
udjf,1
bagus untuk pelajaran bahasa Indonesia,1
"udah makin gak bener nih youtube, iklan masih di skip oke lah, lah update yg sekarang slain ga ada tombol skip durasi nya panjang banget. apa apaaann !!",1
bikin fitur blokir channel dong kek sosmed yang lain,1
saya hanya ingin bermain,1
Kok ga bs kenapa ya,1
konten kreator,1
ok 🆗,1
youtub sangat bagus utuk tontonan tapi iklan judolnya mengangu banget sekali,1
Seruu,1
"biar bisa download you tube terbaru, Bagaimana cara nya",1
ini sudah bagus tetapi jangan kebanyakan iklan pan aku nonton ada iklan jadinya jarangin iklannya,1
banyak bug yg muncul gara gara iklan,0
Ok deh gan 👍,1
saya tidak bisa masuk youtube,0
Kasih Bintang 3 aja dulu krn sangat lelet lama kalau pindah akun/chanel beda sama tiktok atau IG cepat pindah akun,1
saya kasih bintang 1 bercanda,1
IKLAN JUDOL NYA TOLONG DI HILANGKAN SANGAT MERESAHKAN,0
Sangat berguna Dan membantu melihat berita dunia.,1
Assalammuallaikum,1
Bisane ora bisa dinggo,1
buat nonton film bagus sekali,1
"go blok memang pengurus YouTube ini, channel bagus berkembang Mala dirusak, subscriber 4ribu penonton 0 gila kalian main kunci publik channel orang",0
kenapa di hp xiomi 5a prem sekarang gagbisa buka yutube aneh bgt udah di update tetep saja gak bisa,0
Perbarui yuotube lawas,1
SAYA JADI YOUTUBER KECIL DAN SAYA lupa subscriber saya BTW CHANNEL SAYA MOHHAMAD SI ROBOT DADAH,1
hebat sekali,1
mantap,1
bagus udh ribuan pndah ke sini paling suka sya medsos ini,1
im content creator,1
sangat membantu di bidang apa pun,1
Kenapa engga bisa buka yutub,1
good job,1
karna bagus tapi kalo aku mainin setiap main 4 jam itu di suruh updet lagi jadi msles guys sapa yang sama,1
Nice,1
mengapa YouTube terkadang tidak bisa terbuka,0
Ratih martanty Dewi,1
aplikasi yang sangat bagus untuk bisnis 😏,1
"Makin kesini makin banyak iklan nya jadinya mengganggu saat menonton, tolong lah jangan kebanyakan iklan apalagi iklan nya di tengah tengah video, sangat mengganggu.",0
seru banget,1
😊,1
saya akan lawan,1
mantap,1
Jhaha,1
ok,1
Nggak bisa di buka youtube saya,1
sangat baik,1
sampah ini,0
good,1
tidak bisa di buka di hp Redmi 3s,0
Nanti,1
Camporsari Camporsari,1
sangat mudah di gunakan,1
mantap,1
"aplikasi banyak iklan ga bisa Skipp banyak bug dikit"" iklan aplikasi tolol",0
Sangat bermanfaat.,0
Bnyak bocil,1
Ok,1
Sangat seru,1
Jombang,1
sangat bagus untuk di tonton semua orang,1
seru,1
Bisa,1
kenapa tidak bisa pakainya,1
sangat puas,1
Dinda,0
saya sudah suka sama YouTube tapi gk bisa masuk ke akun itu lagi,0
Bagussss bangettt,1
sampahh penuh jebakan iklan,0
Kenapa tak bole download youtube,0
"live seperti di tiktok bagus ya layar potret, tapi setelah selesai live ingin aku jadikan publik tapi hasilnya juga potret, nontonnya jadi ga enak",1
Bagus membantu,0
kebanyakan iklan slot ok,0
knpa di hp sya nggk visa kebuka,1
Menyenangkan,1
kenapa saya tidak bisa buka yuotube,0
Salsa imupp 🍒👅,0
Bagus,1
tidak bagus,0
Ok,1
gud,1
Sangat bagus aku suka,1
mantap,1
Karna seru .,1
Mantap coy,1
aplikasi nya udh bagus tapi aku tuh males banyak iklan sama gabisa offline jadi nya ku kasih bintang 3,1
Semoga bisa youtube nya,0
Top markotop terimakasih developer telah menciptakan aplikasi ini 🤩🤩 berguna bgt buat yg ga mau ribet rating dari aku dan temen-temen pengguna pasti sama 🌟🌟🌟🌟🌟 terbaik deh pokoknya!!,1
bagus,1
mhon kmbalikn youtub sperti biasa,1
Ini adalah yutube bagus mo lihat hiburan,1
keren,1
Siap Bosku makasih,1
saya tidak.bisa membuka yutup saya bagay mana cara nyha,1
okay,1
Ner,0
"ku kasih bintang 2 kenapa?, ya karna, banyak banget bug tapi yang diupdate sama nih Dev youtube itu fitur doang, bugnya kagak, IT'S BEEN A YEAR YOUTUBE, kayak misalnya bug history pencarian kita ilang kayak gw nih, ilang semua history pencariannya",0
Lama update nya,1
Aku suk nonton youtube sambil makan chiki dan es cream Dan aku sebelum tidur aku mem bunyikan mantra gayatri itu saja:-),1
Netflix Metroplex movie's,1
ok,1
tolong akun saya ke. band tolong bisa untuk membuka yautube,1
"Iklan terkadang tidak ada muncul tombol skip, masukan: untuk iklan di android tolong jangan terlalu panjang. Kalau bisa iklan panjang hanya muncul di Desktop mode saja.",1
kebanyakan iklann mengganggu,0
kenapa youtube ini tdk bisa di gunakan,1
ko bisa buat hiburan,1
oke youtube baru bagus untuk semua mitra2 youtube,1
bagus,1
Gooood,1
mantap,1
You Tube apk prakmatic,1
"Baru diupdate, tapi saat dibuka tidak bisa, sebab versinya sudah usang",1
Aplikasi mesin cerdas Aplikasi berjalan dengan baik Aplikasi nya diper baiki,1
Baik,1
"Tolong tambahkan preferensi konten berdasarkan usia, contoh 13+ dan 17+ gituloh. Jadi biar lebih mudah dalam memilih konten yang akan di tonton.",1
ok,0
🙏🙏,1
Ok,1
Mengapa youtube tdk bisa sya buka dihp saya,0
Berita perang Iran amerika,1
Bagus,1
bisakah youtube di hp ku kembali yg dulu,1
Sangat bagus sskali,1
bagus,1
"bagus, saya bisa menonton",1
"kenapa ini layar nya pas nonton jadi gabisa fullscreen, jadi ada item"" di sisi kanan sama kiri nya",0
Kenapa yuotub gx bisa d apgred tolonk donk fihak yuotub d perbaiki,0
lebih bagus,1
Mantap,1
Tidak bisa di buka,1
sangat baik,1
Bagus minimal peremiun nya gratis 1 hari lah yutube,1
Bagus,1
Samsung A20 (SM-A205F/DS),1
yutub rusak,0
bagus tapi kurang seru,0
Buat hiburan,1
bentar bentar iklan bentar bentar iklan mana iklannya lama banget ajir nyebelin dah tolong perbaiki 😡😡mending gua pake YouTube Go,0
Bagus,1
alhamdulilah bagus mantep 👍,1
Mantap,1
Saya suka,1
kok banyak iklan Judol sih???,1
Sangat membantu,0
Kd bisa di update lagi u,0
Ulasan,0
sangat baguss,1
Mantap,1
Baik,1
"siapa yg ngerasa makin ke sini YouTube makin mengkonsumsi data,,mending pindah ke tiktok saja,,hemat data,,100gb gak sampe seminggu gila bener",0
tidak bisa abdet,0
aku mau daftar nonton video di yutuber,1
iklan terlalu lama dan tidak dapat di skip,0
knapa ytub saya ndk bisa aktifin apa aja,1
jods,1
tidak filter tombol nya ilang gimana sih pakek tutorial tetap gak ada kasih bintang 1 ah,0
Lagu dangdut,1
Kerja,1
bgus,1
mantap,1
oke,1
"kenpa saya update tapi tidak bisa dibuka apk youtube nya, saya kesal, dan bug nya itu loh kesel",0
iklan selot semkin mnjadi2.. filter lh gb#@$$@#k..,0
sangat bagus dan menabah keluasan,1
sering force close daah,0
aktif kan YouTube,1
Kenapa di prangkat aku YouTube nya gak bisa dibuka? Aneh bangeet deh,0
baik sekali,1
lagi enak nonton durasinya berhenti² terus,0
oke,1
bagus,1
a obat,1
Di update aplikasi Gk bisa kebuka,0
you tube benar membantu untuk pengetahuan ilmu,1
Baik,1
ok,1
terus berinovasi vidio2 youtuber ter update..,1
Yutub ga mau terbuka,0
sandina 1233sanzz,1
tidak kompitibel,0
Ko susah di buka,1
you tube sangat membantu untuk pengetahuan segalanya,1
PADA PINDAH KE TIKT0K AJA.. IKLANNYA MULAI NGESELIN !!!!!! YOUTUBE DOG,0
bagus sangat membantu,1
Mantap,1
bintang satu video nya ga lengkap 😒,0
kerja war kop,0
mohon dengan sangat agar ditingkatkan kualitas audionya yah...👏🙏🙇,1
yutup,1
sangat baik,1
oc,1
itu iklan nya kurang banyak kalo lebih banyak pasti tambah seru kalo bisa setiap 1 menit sekali biar bagus apanya kurang bagus kalo iklan nya kurang banyak dan bikin gak nyaman,1
UPLOAD NYA KENAPA SUSAH BANGET?!! PERBAIKI BUAT UPLOAD VIDEONYA?!! HISTORI TONTONAN YOUTUBE GUE JUGA MALAH ADA VIDEO YANG GUE TONTON TIDAK MUNCUL-MUNCUL DI HISTORI NYA. PERBAIKI!!!!.,0
bagus,1
Karna baguss,1
banyak iklan skrng mana dipaksa premium,0
payah,1
Buruk aja gw aja ini gk bisa di😒😒😒,0
ayonyuotube,1
Mantap,0
"Always have an update for new type of an ads, but doesn't know how to fix any bug... And the disgusting thing about this app is the dub, the automatic dub and you can't choose to turn off the automatic dub cuz is not even an option",0
bagus,1
membantu,1
beryl BSK GaRET,1
sangat baike,1
sangat puas,1
Bagus dan membantu,1
Harus ada You Tube,1
joget,1
Ok,1
"perbaiki bug, komentar saya tidak muncul di kolom komentar channel orang lain atau saat membalas komentar seseorang, dan saya sudah verifikasi 2 langkah namun tidak bisa menyematkan komentar. lalu tambahkan fitur dm (kalau bisa).",1
ok mntap apk nga,1
bagus banget,1
sangat bagus dan sangat puas,1
asslmualkm,1
👍👍,1
bagus,0
sekarang iklan nya lama maksudnya apa ini. jadi bikin nonton iklan gitu....JING,0
Sangat senang,1
jelek suka update mulu,0
Bgus,1
Ok,1
sangat baik,1
Oke,1
udah onlen banyak iklan masa beberapa menit udh iklan lagi dan lagi lagi hadeh,0
"Ko, Vornoxnxxcom",1
Knp kaga bisa dibuka youtube saya,1
mantap,1
"entah knp jd sering ngebug, lg nonton youtube tiba2 muncul iklan tp loading melulu dan gk bs lanjut nonton padahal koneksi bagus.",0
nonton you tube menambah wawasan,1
Memuaskan,1
Tidak bisa buka YouTube,1
Puas,1
Tidak bisa masuk,1
yutub,1
kenapa,0
keren,1
Edgh,0
ok,1
Ajeng,0
Tidak bisa dibuka,0
kadang udah di play ga jalan,1
Di perbaikin dnk tim youtube masa ak ga bsa ungga vidio malah bisa nya unggah foto dnk balikin dnl fitur unggah vidio nya,0
aplikasinya bagus untuk pemutaran musik dan vidio tapi permasalahanya iklanya terlallu banyak,1
Mantap,1
Surahman yang,1
Aci Game spot,1
Ok,1
tdk bisa donlowd,0
Bagus,1
mungkin saya lelah,1
Baik,1
ok,1
"min, kenapa YouTube ku gak bisa di update?! kalau gak bisa minimal masih bisa dibuka lah apk nya",0
ok,1
Konten misi,1
kenapa sinyl byu lemah,0
tolong diperbaiki bug vidio short kadang di tengah nonton atau diawal itu loding terus dan juga tiba tiba terhenti gak bisa ngapa ngapain,1
Bagus,1
Menyenangkan,0
kenapa YouTube nya jdi lemot susah di buka yh??,1
bagus bnget,1
Kedepan lebih maju lagi,1
Nike,1
Biasa,1
Bagus sekali saya suka Dengan YouTube vidio nya Sangat bagus,1
Lolo ilo baaar,0
"ko iklan nya makin ga ngotak ya setiap semenit sekali iklan semenit sekali iklan, padahal biasanya kaga, ceo YouTube mau naik haji kah?.",1
putri put,1
YouTube tidak bisa di buka,1
Senang dengan aplikasi nya bisa lihat apa aja yang penting dalam kehidupan,1
membantu sekali,1
keren,1
sangat memuaskan kan,1
tolong YouTube ku gak bisa di pakek lagi,0
Mntap,1
"banyak bug! ditambah iklan judol yang gak habis habis! di negara saya judi itu melanggar hukum, kenapa malah banyak muncul di youtube sebagai iklan pas scroll scroll!",0
suka music,1
youTube,1
Uwangel tenan gak kenek di bukak,1
Mantap,1
susah masuk YouTube aneh kali,0
sering lemot,1
Tidak bisa buka yutub,1
sangat bagus,1
bagus dan membantu,1
"bug aneh, hanya di gua keknya ada, masa gua gak bisa like video orang, tampilan sepanjang dari profil logo subs sampai like dan share ilang jadi warna gelap/putih seusai warna tampilan hp, bingung Napa gua doang orang lain masih bisa like, perbaiki tolong gua gak bisa like lagi!",1
aplikasi ini bagus,1
menyensngksn,1
okey,1
saat saya mau dowload tiba tiba di suruh bayar,0
Youtube yang optimal cocok bagi pengguna,1
kenapa YouTube saya sering TDK bisa di buka,1
kenapa YouTube tidak bs di update di HP ini,1
Cukup baik,1
bagus,1
Baik 😃,1
Baik,0
the survey is so annoying!,0
Hmm cape bagettt,1
bagus,1
Odah degel,1
ok yutub,1
Bagus,1
suka,1
tdk bisa dibuka youtubenya,0
Tampilan sangat bagus,1
"dikit2 update masih bug,,, malah macet total",0
REPAN,1
youtube tidak bisa di gunakan,0
Mantav,1
Belum terpasang,1
Saya senang karena adanya aplikasi ini saya bisa melihat berbagai macam Vidio pembelajaran dengan jelas,1
tolong buat youtub lite,0
bagus,1
Bagus,1
membantu ke ingin tauan,1
aku suka banget bikin vidio youtube tapi mungkin ada yg eror jadi tolong di perbaiki soalnya aku udah bikin vidio komen udah ku aktif kan tapi malah gk bisa lihat orang komen sama gk bisa komen di vidio sendiri sama orang lain terus ada tulisan komentar ini di sembunyikan oleh mode terbatas tolongg aku mau nonton dan bikin vidio dengan tenang kalo yg lain udah bagusss jadi sekian terimakasi lop you youtube byeeee semoga di bacaa,1
YouTube mutu link video iya besok pagi👍 atau malam notulen video minta iya umpetin semua video iya tidak usah dihapusin sama unta tidak usah diilangin Tama UT Yani telemetri video iya semua tali video iya tidak usah dihapusin sama otak yang tidak usah diilangin,1
sangat baik,1
cepat berlalu,1
knp tidak bisa buka youtube,0
mohon maaf ini saya update kok tertunda terus ya mohon kejelasannya?,0
ngebug goblok internet gw padahal bagus gabisa puter video,0
bagus banget suka gak banyak iklan gaiss aplikasi ini bagusss kalii 🥰🥰🙂‍↕️,0
You tube ngak bisa di buka,0
"bagus ,tapi tidak bisa download musik gratis",1
okr,1
bagus,1
Mikayla 😱😱,1
gak bisa lihat yutub,1
baik kali,1
sangat seru,1
Ok,1
Mantap,1
👍,1
Kerena bagus,1
puas,1
bagus.. bisa upload vt,1
ok,1
keren,1
udh mh iklan banyak sering bug idiot nih aplikasi udh kapitalis gaada pergerakan pula mahal bngt lgi perbulan nya ga ngotak.,0
sedang,1
Saya sangat suku tapi sayang ada iklan ya mama saya sampek marah liat druasi sagat panjang,1
aku ingin 1jt like dan 500rb subscribe,1
bagus,1
buka you Tube tdk bisa,1
"Kenapa youtube nya keluar terus padahal memori masih banyak, udah di bersihkan juga, udah di perbarui juga kenapa ga bisa di pake yt nya, udah hapus chache sampe hapus history tetep ga bisa keluar sendiri terus",0
TOLONG JANGAN BIARKAN IKLAN APLIKASI SARANG MONKEY MASUK KE SINI LAH!,1
"kebanyakan iklan, terus banyak iklan yang gak bisa di skipt.",0
"kami mohon maaf kena apa aplikasi yutub ko tidak bisa terbuka ? untuk itu kami sangat mohon pada anda untuk supaya aplikasi yutub ini bisa kebuka, terima kasih.",0
ok,1
ganguan ga jelas,1
kacunf,1
josjis,1
makan,1
tidak bisa dibuat lihat video,0
bagus bisa menonton deracin sama apaaja selain deracin adek ku sering pakek youtub ini,1
Bagus,1
oke,1
Dak,1
Bagussssssss,1
Mantap,1
Alok kok diskon,0
Ternak ayam bertelur,1
bagus dan enak liah,1
saya tidak bisa masuk ke akun YouTube,0
Saya tidal bisa download aplikasi YouTube ini,1
Baik baik,1
baik,1
yt dihpku asli susah bgt nyambung. gtau ini knp? 🥲,1
qysok,1
Saya sendiri,1
Sego turokk,0
sambea,1
fckjhjhdljjkc YouTube Feli dari YouTube produk berkali 2 untuk pergi ke lingkaran soal latihan bahasa Indonesia,1
kok aku gk bisa versi terbaru???,0
Bagus,1
kenapa eror aja,1
ini aplikasi tidak bagus karena saya cari drama yang mau di tonton tidak ada malah cari drama yang mau di tonton dapat yang lain,0
Jajang,1
Hay,1
baik sekali,0
bagus,1
Habis update iklannya gilee banyak mulu,0
sangat puas,1
Mantsp,1
plis jan update ini aku punya tiktok jadi ini gak guna,0
I'm,1
tidak bisa digunakan,0
nyaman,1
Mix mix mix mix mix miss nix need his new news Nov mid need hex Miss Mia mic mix mix,0
SUKAAAA,1
saya juga biasa memahami alam es,1
Bagus,1
bagusss bangett,1
Jawa,1
ce,1
aku punya akun subs nya banyakk bangett ehh malah ke hapus terus dulu banyak banget video yang ga pantas di apload pada miris bangett semoga di bacaa yaa btw itu emojicat aku benci emojicat tolong banget di baca biar pada tau diri emojicat emojicat ituu😢😔mereka juga ngajarin yang engga enggaaa😭😭🥺,0
Josjis kok,1
woi iklan lo skrng nyebelin bgt asli,0
hiburan dan pengetahuan Bisa ditiru dalam kegiatan sehari hari,0
aetzbnis,1
dolar naik,1
sangat buruk,0
Usaha,1
bagus,1
belajar,1
You,0
ok,1
bermanfaat,1
Amuko gobay,1
Sangat baik,1
"tolong lah, ini kenapa channel akun dihapus? alasannya melanggar? pdhl gk pernah ngeposting video, komen, atau hal² semacamnya. aneh bgt kebijakan lo, cuma bilang ngelanggar kebijakan youtube? tp gk dijabarin apa yg dilanggar. aneh bgt",0
sangat memuaskan,1
Ya ini untuk diri ku sedikit menyenangkan ada beberapa masalah,1
terimakasih,0
"kenapa iklan yang lama gak ada tombol skipnya, jadi lama nunggunya asu",0
Bagus sebagai hiburan di waktu senjang,1
Ini Hp Saya Lho. Apapun yg milik saya akan kembali kepada Saya Lho😊,1
Baik,1
bagus,1
bags banget,1
tolong di bantu aktifkan capek hapus dan aktif lagi,1
lama bangat,1
mantab hanya satu kata,1
Bagus,1
Sangat bagus dan baik,1
gw cmn live pke muka pdhl udh 18 taun eh mlh gw keblokir ama google gw di blokir ama google aelah gw gasuka youtube ini. mw gmn pun kembaliin akun google gua!!,0
Bagus berfungsi,1
good,1
Ya lumayan lah,1
tolong lah jangan di update update terus youtube nya dikit² di update penuh memori HP saya jadi tolong lah di buka youtube nya,1
"Ada bug video shorts yang muncul di beranda hanya 2 biasanya 4, kemudian bug komentar bahasa non perangkat yang kadang-kadang tidak bisa di translate, tolong perbaiki",0
Bagus,1
oke,1
ok,1
MANTAP,1
Mantap,1
ok,1
panca Fadli,1
bagus dan mudah informasi,1
sangat bagus,1
kenapa di perbarui ngk bisa bisa,1
Gak bisa di buka,1
baikkkk,1
H ok itu ie🥶😣😨😱🎥🎬👀🎉🎉🎉🎊🎊jknm,1
NAILA zaara febianti,0
kenapa ko g bad d perbharui,1
sering bug,0
myyoutunÿ .galaxya07,1
lemot upgrade... tolong dipercepat pliss... oke karaoke,0
Baik,1
"Trimakasih untuk aplikasi ini, ini bisa juga untuk share ilmu pendidikan & sains yang positif.",1
Mantaap,1
aku kasikan lima karena telah bagus dari. you tube kids,1
bagus,1
jelek,0
bagus,1
sangat baguss,1
Bagusd,1
aku tidak punya filter kenapa seperti itu,1
bagus,1
"bagus aplikasinya, tapi saran aku di komentar bisa kirim foto🖼️ dan juga saran aku ada fitur DM💬 dan ubah tampilan YouTube supaya lebih kece",1
Sangat seru,1
mantap,1
bantu subscribe channel gw (AbibGR),1
terbaik dan membantu,1
kok gak bisa sih kak,0
QRS Dd dd ga vn,0
sangat bagus dan kreatif 🥰🥰,1
bagus,1
duit saya tolong balikin,1
"sebenarnya sudah bagus saja,tetapi ada bug yang menggangu saat mau menonton shorts,sering mati nyala²,jadi ini sangat menggangu dan tidak bisa menggunakan YouTube sama sekali 🙏🫠",0
terlalu banyak iklan .. penuh dengan iklan menyebalkan,1
bguss sihh baguss tapi tolong knp sih suka ada masalah akun mulu yang buat kita harus login lagi!!? kan kesel jadi nyaa,0
udah premium tapi masih ada aja iklan pop up yg nongol di shorts,0
abiyu,0
panah sekali ada yg ular kasur 😛,1
Welken barudak,1
ok aku masih 7 tahun tapi audiens nya 24-30 trus temenku 8 tahun audiens nya kayak nya lebih dari aku💀👎 edit: lu nuduh nuduh video nya ai aslinya dari fresh bukan ai,1
Seru banget,1
Mantap,1
Akun youtube,1
Ok,1
Koipuu pgffg,1
Oke,1
sangat bgus dan sangat relepan,1
min sekarang ko gak bisa kebuka YouTube nya.knp ya,1
jelek,0
terlalu banyak bug yang belum diperbaiki dan YouTube punyaku gabisa dibuka lagi Wisnu ali mudzaky Jawa tengah kabupaten Wonosobo,1
Ok,1
yutube sy GK kebuka,1
oc,1
ini bug nya banyak banget contoh layar nggak bisa di pencet padahal udh bersih loh,0
terimakasih,1
yo gak tau nanya kok nanya nya ke saya,1
baguss,1
di samping itupun hanya,1
You tube ga bisa,0
"sering ngelag ,berbarui bug",0
bagus,1
Bagus,1
mantap,1
Jop,1
Bagus,1
oky,1
jujur seru tapi biasa ya banyak buk juga tolong ya betulin secepat ya,1
"suka nonton diyutobe ini, loding bget tolong lh",1
bagus,1
tdk bisa terbuka yutubnya,0
kebanyakan konten-kontennya tidak ramah buat anak,0
"nge bug mulu, udah di update dan segala macam, tetep aja nge bug, nge stack disitu situ aja",0
i love you gs48,1
aku ga suka aku di blokir,0
Kenapa bermasalah,0
Kan saya sudah mendonwolot ko ada tulisan apdet,1
aku melihat youtube ini lagi,1
Hating mufli,1
cara update youtube,0
seru sumpah,1
